name;open;high;low;close;volume;marketCap;timestamp
"2790";306.799969871;323.8911163928;231.1594007113;270.1381462826;9934589.80044346;3603019522.0541654;"2014-10-01T00:00:00.000Z"
"2790";270.4008255322;367.2609569826;256.0092678698;304.0184938241;7341456.403704886;4092908156.619291;"2014-11-01T00:00:00.000Z"
"2790";304.180935199;308.8115104413;246.9615996663;264.7098157772;11212625.653397668;3520314109.111379;"2014-12-01T00:00:00.000Z"
"2790";264.9098855478;264.9098855478;145.4954144103;192.6847461604;19302414.021164022;2478250918.154762;"2015-01-01T00:00:00.000Z"
"2790";192.1557721022;233.3400618744;187.856636;227.1422194821;12359826.333510544;3129343111.5984406;"2015-02-01T00:00:00.000Z"
"2790";227.1600900132;278.9290753441;216.4698877811;227.5025608043;20253707.343219582;3055309001.25067;"2015-03-01T00:00:00.000Z"
"2790";227.3957236519;238.475135863;197.5307895936;210.5993081891;31488454.376163874;3102508849.5158286;"2015-04-01T00:00:00.000Z"
"2790";210.4718959512;221.3128524198;201.2086250413;210.1424159589;13140767.172167707;2920389317.7966104;"2015-05-01T00:00:00.000Z"
"2790";210.1433020345;240.3041216422;202.5963611178;236.3205093126;40647864.18400876;3441246368.7477183;"2015-06-01T00:00:00.000Z"
"2790";236.5445084171;281.6898238968;228.4858088173;259.1024885277;21224377.975388486;3693604132.9830236;"2015-07-01T00:00:00.000Z"
"2790";259.1352672844;262.3163756316;172.4269926929;205.0227250297;18851902.421263427;3049194807.937375;"2015-08-01T00:00:00.000Z"
"2790";205.1461125304;230.0363955232;201.3388823849;211.3907025688;17590431.21881682;3085910334.1054883;"2015-09-01T00:00:00.000Z"
"2790";211.3027108987;304.0111047559;211.3027108987;285.4497411479;43511594.59217477;4159267836.28794;"2015-10-01T00:00:00.000Z"
"2790";286.2120705822;454.3106084697;279.8930716732;357.1086640207;65147737.597674;5109209519.307651;"2015-11-01T00:00:00.000Z"
"2790";357.1290702733;427.1562528011;328.9391908301;396.61660472;43524413.32323997;6123407920.779713;"2015-12-01T00:00:00.000Z"
"2790";396.7584822225;425.4125992267;325.310725449;340.7253056371;34906319.0862196;5146696159.939204;"2016-01-01T00:00:00.000Z"
"2790";341.2639805077;402.6293943119;339.569029838;402.1471802341;56079368.01256583;6173375870.830639;"2016-02-01T00:00:00.000Z"
"2790";402.5342330982;404.2042981858;358.0834275374;366.3229640526;55349940.251861386;5891224210.91093;"2016-03-01T00:00:00.000Z"
"2790";366.3180186039;414.7155231637;364.7960291713;391.3731935086;60932231.69552606;6104298597.301574;"2016-04-01T00:00:00.000Z"
"2790";391.5181220332;498.4792782981;390.4910343437;477.3928544858;120864251.4185945;7239664561.370581;"2016-05-01T00:00:00.000Z"
"2790";477.099348391;689.7685878485;472.6942323095;606.5006080865;124847287.10025153;9507301293.029106;"2016-06-01T00:00:00.000Z"
"2790";605.8148046558;632.9395022249;552.8453821045;559.4993553725;99827042.60877399;8883764014.917576;"2016-07-01T00:00:00.000Z"
"2790";559.4285622446;560.8877708095;473.6863549746;515.7945548654;67927358.71025527;8165791506.22481;"2016-08-01T00:00:00.000Z"
"2790";515.9996597703;560.1443017674;509.5161779176;542.3240997523;50315940.46978662;8690334185.099516;"2016-09-01T00:00:00.000Z"
"2790";542.4966789231;656.0440556771;542.4966789231;639.0482130215;86333185.09294672;9945612443.386997;"2016-10-01T00:00:00.000Z"
"2790";639.4392551948;714.4421346355;610.7862792573;704.2793530449;76650984.68271334;10889438940.827864;"2016-11-01T00:00:00.000Z"
"2790";704.6146774724;938.6591648996;704.6146774724;916.7154769876;93629678.88175292;14632181925.009445;"2016-12-01T00:00:00.000Z"
"2790";916.6346618658;1123.8912772088;710.6977444474;898.4381215968;156550936.93522304;14895069452.297155;"2017-01-01T00:00:00.000Z"
"2790";899.0194250036;1134.2625102981;889.4963628713;1116.7612821343;171255555.55555555;17688597037.77778;"2017-02-01T00:00:00.000Z"
"2790";1116.6162368116;1218.1827389094;837.0038091093;1006.4701277702;423246601.0598032;16478352391.8433;"2017-03-01T00:00:00.000Z"
"2790";1006.3949299817;1236.0293577702;996.4221671709;1236.0293577702;387937842.0508968;20635838960.371864;"2017-04-01T00:00:00.000Z"
"2790";1236.4053634371;2463.419164754;1236.4053634371;2034.3535119756;1416625357.1756074;34309778303.53049;"2017-05-01T00:00:00.000Z"
"2790";2036.0619967301;2662.0906132837;1985.2516021687;2172.1741422736;765435558.3236942;36244401365.77988;"2017-06-01T00:00:00.000Z"
"2790";2182.4709724685;2558.2418568104;1607.2469079069;2430.9605071784;753502299.2732686;41492281562.91043;"2017-07-01T00:00:00.000Z"
"2790";2429.5989582232;3981.546704235;2250.2656951603;3950.1050950859;1645735359.6209173;65810944850.905396;"2017-08-01T00:00:00.000Z"
"2790";3948.4042371725;4195.8674530341;2465.1720214068;3673.1374542309;1013982183.4061135;60470632171.06147;"2017-09-01T00:00:00.000Z"
"2790";3675.1183581845;5554.0173182672;3536.6483817628;5551.7980450981;1956806610.226888;91215485346.25804;"2017-10-01T00:00:00.000Z"
"2790";5528.2552697998;9720.9658935052;4732.0670201706;8603.2783601303;7133027029.439533;146785757102.39465;"2017-11-01T00:00:00.000Z"
"2790";8571.6923931543;17094.1116405718;8137.8749186813;11795.0344864398;10200285358.883846;199584656227.93747;"2017-12-01T00:00:00.000Z"
"2790";11758.207128239;14725.973055059;7690.4057247362;8228.8862485911;6699850184.969172;143392401218.1303;"2018-01-01T00:00:00.000Z"
"2790";8245.2479097032;9693.1993191213;4879.2027796265;8527.7621509268;5586493195.876288;141466100996.2951;"2018-02-01T00:00:00.000Z"
"2790";8519.2780968007;9496.2268635903;5424.8276729009;5659.8732125284;3735250008.2034454;96968536445.44708;"2018-03-01T00:00:00.000Z"
"2790";5683.8406449101;7971.6321574642;5297.3542059796;7650.0950448609;7039948056.164272;127557704174.9858;"2018-04-01T00:00:00.000Z"
"2790";7659.1354636663;8332.9152032112;6102.1344025656;6408.5598784633;4244664386.124679;105888732005.96075;"2018-05-01T00:00:00.000Z"
"2790";6416.8878392613;6650.8491738583;4999.0649131274;5481.4688008217;3887295939.7724357;93819503978.09906;"2018-06-01T00:00:00.000Z"
"2790";5488.0426053079;7213.177096712;5262.3445003645;6657.3457688029;4525832406.060087;114429920585.46606;"2018-07-01T00:00:00.000Z"
"2790";6647.591340806;6647.591340806;5233.1726555653;6067.4023622726;3846710019.6799865;103830421184.22179;"2018-08-01T00:00:00.000Z"
"2790";6073.6356582464;6372.0827943079;5365.3536490347;5709.7207859359;3450538839.5551343;98808965833.26149;"2018-09-01T00:00:00.000Z"
"2790";5704.3084877208;6024.096177132;5380.4417220257;5583.3937251436;3611581214.9935374;94465417687.2038;"2018-10-01T00:00:00.000Z"
"2790";5584.3556655471;5713.0709555708;3160.7323005552;3549.2968545501;5345604310.456072;61785961694.60845;"2018-11-01T00:00:00.000Z"
"2790";3555.6544024759;3807.3779490665;2822.0410177643;3256.9277735026;4118782970.7917747;57721032820.85475;"2018-12-01T00:00:00.000Z"
"2790";3260.4199634835;3593.3717936509;2973.9012226825;3020.5271920095;5074355384.897246;52694491628.93327;"2019-01-01T00:00:00.000Z"
"2790";3022.7083202564;3713.9123467569;2990.3437769107;3389.5435368152;7337003977.295452;59138562972.686295;"2019-02-01T00:00:00.000Z"
"2790";3388.4082508231;3828.8844059932;3293.6376532564;3657.5416361054;7952905817.648567;63604254338.60101;"2019-03-01T00:00:00.000Z"
"2790";3658.3664551233;5034.4528108869;3650.2120139364;4770.8309894739;12367809032.040083;84276533988.67715;"2019-04-01T00:00:00.000Z"
"2790";4770.8753731484;8089.5115240499;4767.4906753414;7660.2882832461;22615604257.609013;135576594726.32172;"2019-05-01T00:00:00.000Z"
"2790";7659.6969334222;12134.1363148774;6721.8045730967;9518.3721769029;24350388290.489574;171923892753.5341;"2019-06-01T00:00:00.000Z"
"2790";9503.080437656;11671.5210048483;8167.4775971544;9111.1039678432;14638482370.926918;158455189228.8165;"2019-07-01T00:00:00.000Z"
"2790";9102.5608730925;10961.2834677474;8503.1531219064;8746.568906463;10346679900.8414;155786096259.1684;"2019-08-01T00:00:00.000Z"
"2790";8746.5047407525;9878.7797241323;7154.3534809799;7609.3250727802;15544273653.427408;135332305526.44792;"2019-09-01T00:00:00.000Z"
"2790";7614.5127299767;9044.6239446575;6688.1404175723;8246.4434469295;24388960644.104027;152115762393.02133;"2019-10-01T00:00:00.000Z"
"2790";8240.5474381502;8541.1158705525;6002.3726772772;6870.1433113345;15378838512.474981;122639772708.73232;"2019-11-01T00:00:00.000Z"
"2790";6871.9458565517;6986.0853849018;5884.5924584415;6411.4605423022;19211879715.90074;118391978671.5381;"2019-12-01T00:00:00.000Z"
"2790";6412.6129512502;8656.3837355775;6187.7112133135;8427.6227663074;26232383409.438053;151616926130.17358;"2020-01-01T00:00:00.000Z"
"2790";8423.8627834073;9616.4261253834;7722.2240390209;7798.0258168535;32259647607.52371;141410197163.88696;"2020-02-01T00:00:00.000Z"
"2790";7798.2522666715;8090.6748940889;3672.9509176186;5837.7196116799;29730737132.325386;106833687451.22139;"2020-03-01T00:00:00.000Z"
"2790";5838.0756064679;8690.9686032964;5675.8664290663;7912.4119318642;60730959141.93923;144128231385.6273;"2020-04-01T00:00:00.000Z"
"2790";7924.7631469735;9216.8574170959;7749.4812406174;8509.2763909032;25377871783.55369;158990071572.8963;"2020-05-01T00:00:00.000Z"
"2790";8512.4281206979;9164.1867324725;8000.9722329493;8133.2710259014;14154208448.539253;151398373045.54288;"2020-06-01T00:00:00.000Z"
"2790";8140.9784872491;9680.9493960997;7983.574199975;9613.4304922451;20615481546.110157;185940847551.35245;"2020-07-01T00:00:00.000Z"
"2790";9663.7917097775;11057.9331042085;87.8670545977;9051.4829437937;470381025798.3119;169482878058.56277;"2020-08-01T00:00:00.000Z"
"2790";9048.8651172567;10095.3534751354;8418.1645893283;9198.4487550556;984114626256.2065;167168870002.51636;"2020-09-01T00:00:00.000Z"
"2790";9208.8272865868;12013.0332535275;8894.0713269512;11801.3272514879;896442226289.9628;217843613033.31635;"2020-10-01T00:00:00.000Z"
"2790";11801.327339392;16459.8460825994;11378.6289021461;16439.7965966376;976984648885.3397;311907400334.3924;"2020-11-01T00:00:00.000Z"
"2790";16447.0327997441;23780.0035607064;14539.3738347306;23741.7359014708;1015499047008.3246;451558286932.6536;"2020-12-01T00:00:00.000Z"
"2790";23735.4235072585;34265.788014788;23352.605331416;27312.0930973656;1762902263873.032;504647943162.7754;"2021-01-01T00:00:00.000Z"
"2790";27315.9167365389;48134.5047925987;26701.1846845301;37341.9358549721;1870154053085.8655;694087190690.9695;"2021-02-01T00:00:00.000Z"
"2790";37359.1472497697;51604.2888471646;37313.1596020687;50237.967577037;1390794987830.7598;910011987201.8535;"2021-03-01T00:00:00.000Z"
"2790";50247.1526609501;54253.8958610598;38985.6622764397;48047.0502981945;1572804363192.7869;920643147718.4855;"2021-04-01T00:00:00.000Z"
"2790";48017.5045835148;48971.9891471856;25122.6846642976;30515.874605176;1644488185616.5173;581546803686.6561;"2021-05-01T00:00:00.000Z"
"2790";30487.3769157901;34060.7504729252;24278.2701092075;29556.5958110663;972527274590.6675;536971674751.5812;"2021-06-01T00:00:00.000Z"
"2790";29550.9594747333;35590.7556943671;24947.299512838;35077.2711890843;740527883652.1597;659095171576.2283;"2021-07-01T00:00:00.000Z"
"2790";34937.9338645467;43068.2786670111;31646.1699257578;39931.6010147457;897987751673.1738;747341322278.5493;"2021-08-01T00:00:00.000Z"
"2790";39881.1220735997;44489.1271378974;33926.7755118915;37833.8887208632;933222445228.9741;698235602459.3395;"2021-09-01T00:00:00.000Z"
"2790";37858.2335343027;57469.17465675;37424.3844512734;53052.3037942587;996274298663.9902;999218804450.5066;"2021-10-01T00:00:00.000Z"
"2790";53061.8726745168;59496.0786849477;47323.1009268882;50305.0647688581;911416884504.4141;931681803409.8617;"2021-11-01T00:00:00.000Z"
"2790";50227.3697950424;52114.6195222936;37893.5296210163;40712.7200439697;844696544565.2135;773110207780.1952;"2021-12-01T00:00:00.000Z"
"2790";40717.3785312349;42097.4281230072;29314.532747829;34267.2228558397;812364217884.2739;641003003919.0916;"2022-01-01T00:00:00.000Z"
"2790";34269.2049953863;39762.2518461551;30690.8610551745;38507.0272998445;597845513469.1222;729714265831.6763;"2022-02-01T00:00:00.000Z"
"2790";38517.1441282791;43792.0570985792;34336.8780679758;41124.3852748717;740964253945.9451;771512842534.3473;"2022-03-01T00:00:00.000Z"
"2790";41138.7809304075;42845.9491159657;35754.0106617455;35770.07027293;749656076027.634;648043104233.0883;"2022-04-01T00:00:00.000Z"
"2790";35768.5428621234;37649.5109062356;25187.6166923461;29611.3256888569;1033244921167.671;574559313990.2506;"2022-05-01T00:00:00.000Z"
"2790";29616.8621813675;29786.8414380831;16871.7849904275;18881.9494246751;860710355666.2723;351690586517.3719;"2022-06-01T00:00:00.000Z"
"2790";18914.7344349402;24028.8373843026;18186.5744172739;22859.9361326097;885194632129.8672;425562904954.26776;"2022-07-01T00:00:00.000Z"
"2790";22861.6058090425;24534.8497856024;19722.1530957612;19973.0728451732;875987786287.609;375898148322.3556;"2022-08-01T00:00:00.000Z"
"2790";19978.2968241317;22369.3783882838;18587.9169066526;19824.3115934208;1119227347010.0747;371073668032.1605;"2022-09-01T00:00:00.000Z"
"2790";19823.6132658248;21062.0427466203;18966.9703640052;20729.3850667293;977253074109.3844;401359989093.2386;"2022-10-01T00:00:00.000Z"
"2790";20731.9825986413;21482.2734587505;15236.2601352251;16466.5772403399;1238696930086.9644;333815046270.38745;"2022-11-01T00:00:00.000Z"
"2790";16468.2687065001;17147.9215244286;15426.7500523712;15426.7500523712;544136585134.9122;305534229788.4141;"2022-12-01T00:00:00.000Z"
"2790";15427.1407036181;22010.0779230789;15402.2668115126;21304.3386958563;644132995911.3518;415869578196.2959;"2023-01-01T00:00:00.000Z"
"2790";21300.6447506699;23547.526192465;20019.258161715;21883.7625157067;666484022112.1163;411366237351.98315;"2023-02-01T00:00:00.000Z"
"2790";21888.9496152281;26916.164751032;18532.8603211747;26205.189572032;835150153464.3181;520579675935.65906;"2023-03-01T00:00:00.000Z"
"2790";26200.4480901665;28008.2649092057;24536.774348749;26582.6330079693;488668503310.7675;521427548058.63995;"2023-04-01T00:00:00.000Z"
"2790";26544.0558363705;26599.8511481584;23841.5894532209;25453.6743772752;402762192661.3234;479323597763.8741;"2023-05-01T00:00:00.000Z"
"2790";25453.2711145966;28843.375742872;22877.9414486362;27918.6860371001;450493268699.051;553382171691.1704;"2023-06-01T00:00:00.000Z"
"2790";27913.7359601307;28346.478181434;26121.3310162808;26578.8813617339;350136743228.1723;520651327788.2101;"2023-07-01T00:00:00.000Z"
"2790";26577.5276550446;27545.0476608167;23371.0467611107;23913.6412616338;397991071185.71045;459121548318.1983;"2023-08-01T00:00:00.000Z"
"2790";23914.5645400039;25730.3900480603;23194.126646377;25488.7260919505;311345833758.511;484935451522.8004;"2023-09-01T00:00:00.000Z"
"2790";25488.2356839412;32912.686601357;25197.3661937437;32773.7745707419;450293688788.2239;639911559106.561;"2023-10-01T00:00:00.000Z"
"2790";32761.8689369994;35120.1857336074;32061.5056972906;34612.7599048042;539642755285.1462;697223710795.0856;"2023-11-01T00:00:00.000Z"
"2790";34629.847588284;41539.8727860858;34527.3074514167;38291.8355514518;662615320930.997;760034166616.0696;"2023-12-01T00:00:00.000Z"
"2790";38305.4703578773;44706.4896804579;35437.6769759539;39389.8477276622;748274301672.0797;756711355607.1932;"2024-01-01T00:00:00.000Z"
"2790";39386.8203386784;58939.6675483719;38747.2966468809;56642.1632905986;768608788950.5681;1112134678432.7563;"2024-02-01T00:00:00.000Z"
"2790";56612.4486438192;67426.890018596;54663.7192751832;66095.9748269078;1338692983112.0918;1298608951622.2249;"2024-03-01T00:00:00.000Z"
"2790";66092.3282607915;67163.3964717185;55379.718701466;56847.1138681207;941413727100.6188;1105850439562.2964;"2024-04-01T00:00:00.000Z"
"2790";56824.071141993;66248.3747900161;53032.7475644329;62159.4172181218;819686759223.0646;1246897544499.1272;"2024-05-01T00:00:00.000Z"
"2790";62146.3565775071;66033.8406151935;54585.6669646423;58378.5612428064;692356950741.4739;1138332333114.8613;"2024-06-01T00:00:00.000Z"
"2790";58379.7748947853;64705.2324598605;49644.4165933079;59710.1898726172;888077489182.113;1187949442862.8203;"2024-07-01T00:00:00.000Z"
"2790";59701.0928994651;60789.0643376527;45032.3855782832;53315.7465709099;994495067081.466;1075781561947.1324;"2024-08-01T00:00:00.000Z"
"2790";53315.657142395;59456.1450649531;47443.7115032726;56861.529826517;845556888431.5833;1131469207868.1997;"2024-09-01T00:00:00.000Z"
"2790";56868.4684373892;68038.2437379315;53929.1638854644;64505.0760913852;942135823134.745;1246818265686.669;"2024-10-01T00:00:00.000Z"
"2790";64506.6482557634;95688.8135137;61418.2737513848;91178.8865050516;2034036672425.0547;1753435580538.3804;"2024-11-01T00:00:00.000Z"
"2790";91197.506328773;103032.6829215067;86887.8813827945;90658.9368223797;0;0;"2024-12-01T00:00:00Z"
